system,hardware,profile,stage,stage_name,required_optional,intended_targets,actual_targets,intended_backend,actual_backend,workers_intended,workers_actual,isa_intended,isa_actual,utilization_pressure_expectation,measured_utilization_pressure,allocation_expectation,achieved_allocation,verification_expectation,verification_achieved,intended_duration_seconds,actual_sustained_duration_seconds,lvs_reported_verdict,independent_acceptance_status,confidence,issue_root_cause,rerun_required,notes_evidence_paths
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_ram_all_gpu_memory,Combined RAM iGPU and dGPU Memory,required,all,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition; AMD Radeon RX 550 / 550 Series (RADV POLARIS12); AMD Radeon 760M Graphics (RADV PHOENIX); NVIDIA T1000 8GB,memory:native; vram:vulkan,python_vulkan_compute,one per selected GPU / one memory worker as configured,5,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,"memory used median=23.98 GiB, max=24.07 GiB",memory=70%; vram=70%,gpu assigned=71849371238 achieved=71849374720 ratio=1.0; gpu assigned=751619276 achieved=751623168 ratio=1.0; gpu assigned=6495703324 achieved=483187712 ratio=0.074385; gpu assigned=6012954214 achieved=6012957696 ratio=1.0,durable backend-specific verification/readback/integrity evidence,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition:passes=1153 failures=0 | AMD Radeon RX 550 / 550 Series (RADV POLARIS12):passes=2427 failures=0 | AMD Radeon 760M Graphics (RADV PHOENIX):passes=7516 failures=0 | NVIDIA T1000 8GB:passes=1792 failures=0,600,601.1923517429996,fail,FAILED,High,AMD APU stateful worker achieved only 6.9-7.4% after carved-out VRAM capped the shared assignment,Yes,results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Ryzen 5 8600G / Radeon 760M / RX 550 / T1000 / RTX PRO 6000,NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition [discrete] 0000:01:00.0; AMD Radeon RX 550 / 550 Series [discrete] 0000:04:00.0; NVIDIA T1000 8GB [discrete] 0000:05:00.0; AMD Radeon 760M Graphics [integrated] 0000:08:00.0,x86_64 Integrated and Discrete GPU Acceptance Rerun,x86_id_acceptance_full,Combined Full CPU RAM iGPU and dGPU,required,all+all,"CPU 0,1,2,3,4,5,6,7,8,9,10,11; AMD Radeon 760M Graphics (RADV PHOENIX); NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition; AMD Radeon RX 550 / 550 Series (RADV POLARIS12); NVIDIA T1000 8GB",cpu:native; memory:native; gpu_3d:vulkan_compute; vram:vulkan,python_vulkan_compute,12,6,auto,resolved common-safe/native evidence in manifest,near-full target CPU saturation,"aggregate median=100.00%, p10=100.00%, min=100.00%, lowest logical median=100.00%",memory=70%; vram=70%,gpu assigned=50331648 achieved=50335744 ratio=1.0; gpu assigned=71849371238 achieved=71849374720 ratio=1.0; gpu assigned=751619276 achieved=751623168 ratio=1.0; gpu assigned=6012954214 achieved=6012957696 ratio=1.0,durable backend-specific verification/readback/integrity evidence,AMD Radeon 760M Graphics (RADV PHOENIX):passes=4403 failures=0 | NVIDIA RTX PRO 6000 Blackwell Max-Q Workstation Edition:passes=1291 failures=0 | AMD Radeon RX 550 / 550 Series (RADV POLARIS12):passes=2461 failures=0 | NVIDIA T1000 8GB:passes=1926 failures=0,600,601.4082872710005,warning,"PARTIALLY EXECUTED, NOT VALIDATED",High,"CPU/RAM/discrete GPU and APU compute ran, but required AMD shared-stateful allocation was omitted",Yes,results/2026-08-13_14-14-53_x86_64 Integrated and Discrete GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Qualcomm Oryon / Adreno X1-45,,ARM64 Integrated Shared-GPU Acceptance Rerun,arm64_acceptance_cpu_stress_ng,CPU stress-ng Verified Saturation,required,logical CPU set,"CPU 0,1,2,3,4,5,6,7",cpu:stress_ng,stress_ng,8,1,auto,resolved common-safe/native evidence in manifest,near-full target CPU saturation,"aggregate median=100.00%, p10=100.00%, min=99.63%, lowest logical median=100.00%",N/A,N/A,durable backend-specific verification/readback/integrity evidence,"stress_ng:passed=8 failed=0 metrics=[{'bogo_ops': 439878, 'bogo_ops_per_second_cpu': 92.19, 'bogo_ops_per_second_real': 732.92, 'real_time_seconds': 600.17, 'stressor': 'cpu', 'system_time_seconds': 0.62, 'user_time_seconds': 4770.65}]",600,600.2237289479999,pass,VALIDATED,High,"Verified worker progress, complete affinity/worker counts, and near-full measured CPU saturation",No,results/2026-08-13_14-15-12_ARM64 Integrated Shared-GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Qualcomm Oryon / Adreno X1-45,,ARM64 Integrated Shared-GPU Acceptance Rerun,arm64_acceptance_cpu_python,CPU Python Verified Saturation,required,logical CPU set,"CPU 0,1,2,3,4,5,6,7",cpu:python_fallback,python_fallback,8,1,auto,resolved common-safe/native evidence in manifest,near-full target CPU saturation,"aggregate median=100.00%, p10=100.00%, min=99.88%, lowest logical median=100.00%",N/A,N/A,durable backend-specific verification/readback/integrity evidence,python_fallback:passes=157268 failures=0,600,600.4670256530007,pass,VALIDATED,High,"Verified worker progress, complete affinity/worker counts, and near-full measured CPU saturation",No,results/2026-08-13_14-15-12_ARM64 Integrated Shared-GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Qualcomm Oryon / Adreno X1-45,,ARM64 Integrated Shared-GPU Acceptance Rerun,arm64_acceptance_ram_stress_ng,RAM stress-ng Verification Evidence,required,system RAM,none recorded,memory:stress_ng,stress_ng,one per selected GPU / one memory worker as configured,1,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,"memory used median=13.04 GiB, max=13.39 GiB",memory=80%,N/A,durable backend-specific verification/readback/integrity evidence,"stress_ng:passed=1 failed=0 metrics=[{'bogo_ops': 76322050, 'bogo_ops_per_second_cpu': 126748.77, 'bogo_ops_per_second_real': 126709.06, 'real_time_seconds': 602.34, 'stressor': 'vm', 'system_time_seconds': 18.69, 'user_time_seconds': 583.46}]",600,602.3965547129992,pass,VALIDATED,High,Durable --verify/--metrics-brief VM pass/fail and positive bogo metrics with sustained pressure,No,results/2026-08-13_14-15-12_ARM64 Integrated Shared-GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Qualcomm Oryon / Adreno X1-45,,ARM64 Integrated Shared-GPU Acceptance Rerun,arm64_acceptance_ram_python,RAM Python Integrity Evidence,required,system RAM,none recorded,memory:python_fallback,python_fallback,one per selected GPU / one memory worker as configured,1,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,"memory used median=5.44 GiB, max=5.48 GiB",memory=80%,memory assigned=8358469632 achieved=8358469632 ratio=1.0,durable backend-specific verification/readback/integrity evidence,python_fallback:passes=16 failures=2040642,600,600.3789226519984,fail,FAILED,High,Deterministic false mismatch when rewrite pattern reached byte value zero,Yes,results/2026-08-13_14-15-12_ARM64 Integrated Shared-GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Qualcomm Oryon / Adreno X1-45,,ARM64 Integrated Shared-GPU Acceptance Rerun,arm64_acceptance_vulkan_compute,Integrated GPU Vulkan Compute,required,integrated_all,Adreno X1-45,gpu_3d:vulkan_compute,python_vulkan_compute,one per selected GPU / one memory worker as configured,1,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,N/A,gpu assigned=50331648 achieved=50335744 ratio=1.0,durable backend-specific verification/readback/integrity evidence,Adreno X1-45:passes=3930 failures=0,600,600.9456489850018,pass,VALIDATED,High,"All intended participants overlapped, progressed, verified, and sustained the planned interval",No,results/2026-08-13_14-15-12_ARM64 Integrated Shared-GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Qualcomm Oryon / Adreno X1-45,,ARM64 Integrated Shared-GPU Acceptance Rerun,arm64_acceptance_vulkan_transfer,Integrated GPU Vulkan Transfer,required,integrated_all,Adreno X1-45,gpu_3d:vulkan,python_vulkan_transfer,one per selected GPU / one memory worker as configured,1,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,N/A,gpu assigned=50331648 achieved=100663296 ratio=1.0,durable backend-specific verification/readback/integrity evidence,Adreno X1-45:passes=38109 failures=0,600,600.7286449499989,pass,VALIDATED,High,"All intended participants overlapped, progressed, verified, and sustained the planned interval",No,results/2026-08-13_14-15-12_ARM64 Integrated Shared-GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Qualcomm Oryon / Adreno X1-45,,ARM64 Integrated Shared-GPU Acceptance Rerun,arm64_acceptance_vulkan_stateful,Integrated GPU Vulkan Stateful Shared Memory,required,integrated_all,Adreno X1-45,gpu_3d:vulkan_compute,python_vulkan_compute,one per selected GPU / one memory worker as configured,1,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,worker/GPU telemetry; see worker evidence,gpu_3d=80%,gpu assigned=9096425472 achieved=4294971392 ratio=0.47216,durable backend-specific verification/readback/integrity evidence,Adreno X1-45:passes=1185 failures=0,600,600.6674053930001,fail,FAILED,High,Fixed 32-buffer ceiling limited allocation to 47.216% despite no guard or Vulkan allocation error,Yes,results/2026-08-13_14-15-12_ARM64 Integrated Shared-GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Qualcomm Oryon / Adreno X1-45,,ARM64 Integrated Shared-GPU Acceptance Rerun,arm64_acceptance_cpu_gpu,Combined CPU and Vulkan Compute,required,integrated_all,"CPU 0,1,2,3,4,5,6,7; Adreno X1-45",cpu:native; gpu_3d:vulkan_compute,python_vulkan_compute,8,2,auto,resolved common-safe/native evidence in manifest,near-full target CPU saturation,"aggregate median=100.00%, p10=100.00%, min=100.00%, lowest logical median=100.00%",N/A,gpu assigned=50331648 achieved=50335744 ratio=1.0,durable backend-specific verification/readback/integrity evidence,Adreno X1-45:passes=3944 failures=0,600,600.3553144620018,pass,VALIDATED,High,"All intended participants overlapped, progressed, verified, and sustained the planned interval",No,results/2026-08-13_14-15-12_ARM64 Integrated Shared-GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Qualcomm Oryon / Adreno X1-45,,ARM64 Integrated Shared-GPU Acceptance Rerun,arm64_acceptance_ram_gpu,Combined RAM and Shared GPU Memory,required,integrated_all,Adreno X1-45,memory:native; gpu_3d:vulkan_compute,python_vulkan_compute,one per selected GPU / one memory worker as configured,2,N/A,N/A,sustained assigned memory/GPU pressure and verified progress,"memory used median=12.96 GiB, max=13.00 GiB",memory=70%; gpu_3d=70%,gpu assigned=3717092879 achieved=3717096448 ratio=1.0,durable backend-specific verification/readback/integrity evidence,Adreno X1-45:passes=998 failures=0,600,601.5356784299984,pass,VALIDATED,High,"All intended participants overlapped, progressed, verified, and sustained the planned interval",No,results/2026-08-13_14-15-12_ARM64 Integrated Shared-GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Qualcomm Oryon / Adreno X1-45,,ARM64 Integrated Shared-GPU Acceptance Rerun,arm64_acceptance_cpu_ram_gpu,Combined CPU RAM and Shared GPU Memory,required,integrated_all,"CPU 0,1,2,3,4,5,6,7; Adreno X1-45",cpu:native; memory:native; gpu_3d:vulkan_compute,python_vulkan_compute,8,3,auto,resolved common-safe/native evidence in manifest,near-full target CPU saturation,"aggregate median=100.00%, p10=100.00%, min=100.00%, lowest logical median=100.00%",memory=70%; gpu_3d=70%,gpu assigned=4242981298 achieved=4242984960 ratio=1.0,durable backend-specific verification/readback/integrity evidence,Adreno X1-45:passes=953 failures=0,600,601.3110732640016,pass,VALIDATED,High,"All intended participants overlapped, progressed, verified, and sustained the planned interval",No,results/2026-08-13_14-15-12_ARM64 Integrated Shared-GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
Qualcomm Oryon / Adreno X1-45,,ARM64 Integrated Shared-GPU Acceptance Rerun,arm64_acceptance_full_pressure,Combined Full CPU RAM Compute and Shared Memory,required,integrated_all+integrated_all,"CPU 0,1,2,3,4,5,6,7; Adreno X1-45",cpu:native; memory:native; gpu_3d:vulkan_compute; vram:vulkan,python_vulkan_compute,8,3,auto,resolved common-safe/native evidence in manifest,near-full target CPU saturation,"aggregate median=100.00%, p10=100.00%, min=100.00%, lowest logical median=100.00%",memory=70%; vram=70%,gpu assigned=4488918516 achieved=4294971392 ratio=0.956793,durable backend-specific verification/readback/integrity evidence,Adreno X1-45:passes=950 failures=0,600,601.3333613840005,pass,VALIDATED,High,"All intended participants overlapped, progressed, verified, and sustained the planned interval",No,results/2026-08-13_14-15-12_ARM64 Integrated Shared-GPU Acceptance Rerun/run_manifest.json; profile_used.json; system_info.json; raw_telemetry.csv; worker_results/; worker_logs/; advanced_debug/
